,long,lat,OBJECTID,ID_Map,Ice,Snow,HH,HV,VH,VV,VV/HH,HV/HH,VH/VV
0,519426.7196000004,6889052.9695999995,1,1,101,11.5,-22.26841926574707,-32.661964893341064,-32.3720383644104,-22.741005420684814,0.9630922675132751,0.32638728618621826,0.3562880754470825
1,519070.28760000085,6889418.8429000005,2,2,95,12.5,-25.758662223815918,-34.85487699508667,-31.573927402496338,-27.24855661392212,0.8440799117088318,0.34853795170783997,0.6066858768463135
2,517776.71960000024,6890841.343199998,3,3,83,25,-24.321799278259277,-32.33949661254883,-31.83828830718994,-25.045971870422363,0.920161783695221,0.3981013596057892,0.4538818597793579
3,513745.9570000003,6894879.454100002,4,4,81,5,-19.935553073883057,-31.24288320541382,-31.768312454223633,-19.457813501358032,1.0489308834075928,0.2784222662448883,0.25029414892196655
4,515734.8554999998,6891644.915899999,5,5,87.5,7,-20.501387119293213,-31.536991596221924,-30.968122482299805,-22.008895874023438,0.8398783802986145,0.28019168972969055,0.3591781258583069
5,513991.3921,6893906.002500001,6,5,87.5,7,-20.351567268371582,-33.244779109954834,-31.216378211975098,-20.21275281906128,1.0211514234542847,0.23723387718200684,0.29251736402511597
6,514360.5166999998,6893619.125700002,7,7,90,14,-21.312379837036133,-30.789477825164795,-32.10186004638672,-22.60246753692627,0.8842904567718506,0.33979788422584534,0.33819809556007385
7,515096.05260000017,6892622.809300002,8,8,85.5,5,-24.724726676940918,-31.915576457977295,-31.44620180130005,-24.236767292022705,1.0588665008544922,0.4392540752887726,0.4475833475589752
8,515852.656200001,6890993.8587,9,9,90.5,12,-23.979852199554443,-31.18581533432007,-32.157142162323,-23.957927227020264,0.9639607667922974,0.43579238653182983,0.4392397999763489
9,514924.29480000056,6892871.035799998,10,C,88,10,-25.717525482177734,-32.424514293670654,-32.03864574432373,-21.884236335754395,1.5610796213150024,0.465954452753067,0.3180489242076874
10,512804.07000000036,6895793.7245000005,11,B,76,,-16.13052487373352,-30.506982803344727,-27.25964069366455,-17.339487075805664,0.8710569143295288,0.20184777677059174,0.335039347410202
11,519291.3477999999,6888675.129200001,12,A,95,,-22.3848295211792,-30.469493865966797,-30.46393632888794,-23.794713020324707,0.8741627931594849,0.4068830609321594,0.45915400981903076
# Image values are a mean over a 3x3 box
# Image: /Volumes/Carbe/Doctorat/BaieDeception/Donnees/Imagerie/RS2_subAOIs/DeceptionBay/RS2_20160119/RS2_20160119_sub_cal_spk_rat2_TC2.tif
# Shp: /Volumes/Carbe/Doctorat/BaieDeception/Donnees/Imagerie/VectorData/UTM/1601_D_thicknesses_WGS84.shp
