,long,lat,OBJECTID,ID_Map,Ice,Snow,HH,HV,VH,VV,VV/HH,HV/HH,VH/VV
0,519426.7196000004,6889052.9695999995,1,1,101,11.5,-21.93042516708374,-32.44091510772705,-32.08588361740112,-22.312822341918945,0.9731647372245789,0.3288164436817169,0.3583872318267822
1,519070.28760000085,6889418.8429000005,2,2,95,12.5,-25.74171781539917,-34.090778827667236,-31.43287181854248,-26.720590591430664,0.89841628074646,0.38220158219337463,0.5913875102996826
2,517776.71960000024,6890841.343199998,3,3,83,25,-24.427974224090576,-32.084383964538574,-31.953229904174805,-24.739139080047607,0.969229519367218,0.4140270948410034,0.4362696409225464
3,513745.9570000003,6894879.454100002,4,4,81,5,-19.719767570495605,-31.166341304779053,-31.62036418914795,-18.895939588546753,1.1110085248947144,0.27908840775489807,0.23705708980560303
4,515734.8554999998,6891644.915899999,5,5,87.5,7,-20.732862949371338,-31.886134147644043,-31.302509307861328,-21.932883262634277,0.8747608661651611,0.27526354789733887,0.34438568353652954
5,513991.3921,6893906.002500001,6,5,87.5,7,-19.567042589187622,-32.547807693481445,-31.202354431152344,-19.21189546585083,1.0353813171386719,0.23386184871196747,0.26481392979621887
6,514360.5166999998,6893619.125700002,7,7,90,14,-21.757352352142334,-30.766947269439697,-32.15033531188965,-22.039942741394043,1.0099791288375854,0.3620281517505646,0.31611794233322144
7,515096.05260000017,6892622.809300002,8,8,85.5,5,-25.191786289215088,-32.44927406311035,-31.529910564422607,-24.318315982818604,1.1137899160385132,0.43689587712287903,0.45220687985420227
8,515852.656200001,6890993.8587,9,9,90.5,12,-23.702855110168457,-31.323707103729248,-32.21938371658325,-23.28117847442627,1.0235679149627686,0.4174838960170746,0.39146319031715393
9,514924.29480000056,6892871.035799998,10,C,88,10,-24.559831619262695,-32.357776165008545,-32.20275402069092,-22.24924325942993,1.359689474105835,0.4296336770057678,0.329447865486145
10,512804.07000000036,6895793.7245000005,11,B,76,,-16.472597122192383,-31.30608558654785,-28.622775077819824,-17.480597496032715,0.8915659189224243,0.1870632767677307,0.28495192527770996
11,519291.3477999999,6888675.129200001,12,A,95,,-23.053836822509766,-30.604450702667236,-31.05130434036255,-23.878376483917236,0.9301833510398865,0.4297042489051819,0.43463265895843506
# Image values are a mean over a 5x5 box
# Image: /Volumes/Crabe/Doctorat/BaieDeception/Donnees/Imagerie/RS2_subAOIs/DeceptionBay/RS2_20160119/RS2_20160119_sub_cal_spk_rat2_TC2.tif
# Shp: /Volumes/Crabe/Doctorat/BaieDeception/Donnees/Imagerie/VectorData/UTM/1601_D_thicknesses_WGS84.shp
